Brown,166,42,42,A62A2A
CoralRed,255,64,64,FF4040
Cinnabar,227,66,52,E34234
Cinnabar,238,59,59,EE3B3B
PersianRed,204,51,51,CC3333
PersianRed,205,51,51,CD3333
OldBrick,139,35,35,8B2323
Burlywood,222,184,135,DEB887
Burlywood,255,211,155,FFD39B
Burlywood,238,197,145,EEC591
Burlywood,205,170,125,CDAA7D
BrownGray,139,115,85,8B7355
Chocolate,210,105,30,D2691E
CarrotOrange,237,145,33,ED9121
PumpkinOrange,255,117,24,FF7518
PumpkinOrange,255,127,36,FF7F24
PumpkinOrange,238,118,33,EE7621
Chocolate,205,102,29,CD661D
Peru,205,133,63,CD853F
Tan,210,180,140,D2B48C
PastelOrange,255,165,79,FFA54F
PastelOrange,238,154,73,EE9A49
DarkTan,139,90,43,8B5A2B
DarkTan,151,105,79,97694F
DarkWood,133,94,66,855E42
LightWood,133,99,99,856363
MediumWood,166,128,100,A68064
Sienna,142,107,35,8E6B23
Tan,219,147,112,DB9370
VeryDarkBrown,92,64,51,5C4033
DarkGreen,47,79,47,2F4F2F
DarkGreen,0,100,0,006400
DarkGreenCopper,74,118,110,4A766E
DarkKhaki,189,183,107,BDB76B
DarkOliveGreen,85,107,47,556B2F
LightLime,202,255,112,CAFF70
LightLime,188,238,104,BCEE68
LightLime,162,205,90,A2CD5A
DarkOliveGreen,110,139,61,6E8B3D
Olive,128,128,0,808000
DarkSeaGreen,143,188,143,8FBC8F
PaleGreen,193,255,193,C1FFC1
PaleGreen,180,238,180,B4EEB4
DarkSeaGreen,155,205,155,9BCD9B
DarkSeaGreen,105,139,105,698B69
ForestGreen,34,139,34,228B22
GreenYellow,173,255,47,ADFF2F
LawnGreen,124,252,0,7CFC00
LightSeaGreen,32,178,170,20B2AA
LimeGreen,50,205,50,32CD32
MediumSeaGreen,60,179,113,3CB371
MediumSpringGreen,0,250,154,00FA9A
MintCream,245,255,250,F5FFFA
OliveDrab,107,142,35,6B8E23
GreenYellow,192,255,62,C0FF3E
GreenYellow,179,238,58,B3EE3A
OliveDrab,154,205,50,9ACD32
OliveDrab,105,139,34,698B22
PaleGreen,152,251,152,98FB98
PaleGreen,154,255,154,9AFF9A
LightGreen,144,238,144,90EE90
PaleGreen,124,205,124,7CCD7C
ForestGreen,84,139,84,548B54
SeaGreen,46,139,87,2E8B57
MediumAquamarine,84,255,159,54FF9F
MediumAquamarine,78,238,148,4EEE94
SeaGreen,67,205,128,43CD80
SpringGreen,0,255,127,00FF7F
SpringGreen,0,238,118,00EE76
SpringGreen,0,205,102,00CD66
DarkSpringGreen,0,139,69,008B45
YellowGreen,154,205,50,9ACD32
Chartreuse,127,255,0,7FFF00
Chartreuse,118,238,0,76EE00
Chartreuse,102,205,0,66CD00
Chartreuse,69,139,0,458B00
Green,0,255,0,00FF00
DarkGreen,0,128,0,008000
Green,0,238,0,00EE00
Green,0,205,0,00CD00
DarkGreen,0,139,0,008B00
Khaki,240,230,140,F0E68C
Khaki,255,246,143,FFF68F
Khaki,238,230,133,EEE685
Khaki,205,198,115,CDC673
ClayCreek,138,131,96,8A8360
ClayCreek,139,134,78,8B864E
DarkOliveGreen,79,79,47,4F4F2F
Brown,209,146,117,D19275
OldBrick,142,35,35,8E2323
OldBrick,144,30,30,901E1E
ForestGreen,35,142,35,238E23
Goldenrod,219,219,112,DBDB70
MediumForestGreen,66,111,66,426F42
PaleGreen,143,188,143,8FBC8F
SeaGreen,35,142,104,2.38E+70
DarkOrange,255,140,0,FF8C00
DarkOrange,255,127,0,FF7F00
DarkOrange,238,118,0,EE7600
RustyOrange,205,89,9,CD5909
RustyOrange,205,102,0,CD6600
Brown,139,69,0,8B4500
DarkSalmon,233,150,122,E9967A
LightCoral,240,128,128,F08080
LightSalmon,255,160,122,FFA07A
DarkSalmon,238,149,114,EE9572
DarkSalmon,205,129,98,CD8162
SpicyMix,136,83,66,885342
SpicyMix,139,87,66,8B5742
PeachPuff,255,218,185,FFDAB9
PeachPuff,238,213,183,EED5B7
PeachPuff,205,183,158,CDB79E
BrownGray,139,125,107,8B7D6B
Bisque,255,228,196,FFE4C4
Bisque,238,213,183,EED5B7
Bisque,205,183,158,CDB79E
BrownGray,141,132,104,8D8468
BrownGray,139,125,107,8B7D6B
Coral,255,127,80,FF7F50
Coral,255,114,86,FF7256
Coral,238,106,80,EE6A50
DarkCoral,205,91,69,CD5B45
BurntUmber,139,62,47,8B3E2F
Honeydew,240,255,240,F0FFF0
Honeydew,224,238,224,E0EEE0
Pumice,193,205,193,C1CDC1
Stack,131,139,131,838B83
Orange,255,165,0,FFA500
Orange,238,154,0,EE9A00
Orange,205,133,0,CD8500
Brown,139,90,0,8B5A00
Salmon,250,128,114,FA8072
Salmon,255,140,105,FF8C69
Salmon,238,130,98,EE8262
Salmon,205,112,84,CD7054
PottersClay,140,87,56,8C5738
PottersClay,139,76,57,8B4C39
Sienna,160,82,45,A0522D
Coral,255,130,71,FF8247
Coral,238,121,66,EE7942
Sienna,205,104,57,CD6839
Sienna,139,71,38,8B4726
OrangeRed,255,36,0,FF2400
DeepPink,255,20,147,FF1493
DeepPink,238,18,137,EE1289
DeepPink,205,16,118,CD1076
RedPurple,130,7,71,820747
RedPurple,139,10,80,8B0A50
HotPink,255,105,180,FF69B4
HotPink,255,110,180,FF6EB4
HotPink,238,106,167,EE6AA7
HopBush,208,109,161,D06DA1
HopBush,205,96,144,CD6090
TwilightLavender,139,58,98,8B3A62
IndianRed,205,92,92,CD5C5C
IndianRed,255,106,106,FF6A6A
IndianRed,238,99,99,EE6363
DarkCoral,205,85,85,CD5555
Brown,139,58,58,8B3A3A
Crimson,220,20,60,DC143C
LightPink,255,182,193,FFB6C1
LightPink,255,174,185,FFAEB9
LightPink,238,162,173,EEA2AD
GrayPink,200,141,148,C88D94
GrayPink,205,140,149,CD8C95
CopperRose,153,102,102,996666
CopperRose,139,95,101,8B5F65
MediumVioletRed,199,21,133,C71585
MistyRose,255,228,225,FFE4E1
MistyRose,238,213,210,EED5D2
MistyRose,205,183,181,CDB7B5
Hurricane,139,125,123,8B7D7B
OrangeRed,255,69,0,FF4500
OrangeRed,238,64,0,EE4000
OrangeRed,205,55,0,CD3700
DarkRed,139,37,0,8B2500
PaleVioletRed,219,112,147,DB7093
PaleVioletRed,255,130,171,FF82AB
PaleVioletRed,238,121,159,EE799F
PaleVioletRed,205,104,137,CD6889
TwilightLavender,138,73,107,8A496B
TwilightLavender,139,71,93,8B475D
VioletRed,208,32,144,D02090
VioletRed,255,62,150,FF3E96
VioletRed,247,70,138,F7468A
BrilliantRose,246,83,166,F653A6
BrilliantRose,238,58,140,EE3A8C
MediumRedViolet,205,50,120,CD3278
VioletRed,139,34,82,8B2252
Violet,111,0,255,6F00FF
Violet,128,0,255,7F00FF
Violet,143,0,255,8F00FF
Violet,159,0,255,9F00FF
Indigo,75,0,130,4B0082
Indigo,43,0,130,2B0082
Indigo,53,0,130,350082
Indigo,64,0,130,400082
FireBrick,178,34,34,B22222
RedOrange,255,63,52,FF3F34
RedOrange,255,48,48,FF3030
RedOrange,238,44,44,EE2C2C
FireBrick,205,38,38,CD2626
OldBrick,139,26,26,8B1A1A
Pink,255,192,203,FFC0CB
Pink,255,181,197,FFB5C5
Pink,238,169,184,EEA9B8
Pink,205,145,158,CD919E
CopperRose,139,99,108,8B636C
Flesh,245,204,176,F5CCB0
Red,255,0,0,FF0000
Red,238,0,0,EE0000
Red,205,0,0,CD0000
DarkRed,139,0,0,8B0000
Tomato,255,99,71,FF6347
Tomato,238,92,66,EE5C42
Tomato,205,79,57,CD4F39
BurntUmber,138,51,36,8A3324
BurntUmber,139,54,38,8B3626
DustyRose,133,99,99,856363
Firebrick,142,35,35,8E2323
PeachPuff,245,204,176,F5CCB0
RosyBrown,188,143,143,FFC0CB
Chocolate,111,66,66,6F4242
Scarlet,140,23,23,8C1717
SpicyPink,255,28,174,FF1CAE
DarkOrchid,153,50,204,9932CC
DarkOrchid,191,62,255,BF3EFF
DarkOrchid,178,58,238,B23AEE
DarkOrchid,154,50,205,9A32CD
DarkOrchid,104,34,139,68228B
DarkViolet,148,0,211,9400D3
LavenderBlush,255,240,245,FFF0F5
LavenderBlush,238,224,229,EEE0E5
PaleSlate,205,193,197,CDC1C5
Gray,139,131,134,8B8386
MediumOrchid,186,85,211,BA55D3
MediumOrchid,224,102,255,E066FF
MediumOrchid,209,95,238,D15FEE
MediumOrchid,180,82,205,B452CD
DarkPurple,122,55,139,7A378B
MediumPurple,147,112,219,9370DB
MediumPurple,171,130,255,AB82FF
DarkOrchid,153,50,205,9932CD
MediumPurple,159,121,238,9F79EE
MediumPurple,137,104,205,8968CD
DarkPurple,93,71,139,5D478B
Lavender,230,230,250,E6E6FA
Magenta,255,0,255,FF00FF
Magenta,238,0,238,EE00EE
Magenta,205,0,205,CD00CD
DarkPurple,139,0,139,8B008B
Maroon,176,48,96,B03060
NeonPink,255,52,179,FF34B3
NeonPink,238,48,167,EE30A7
DeepCerise,218,50,135,DA3287
DeepCerise,205,41,144,CD2990
DarkPurple,139,28,98,8B1C62
Orchid,218,112,214,DA70D6
Orchid,219,112,219,DB70DB
Orchid,255,131,250,FF83FA
Orchid,238,122,233,EE7AE9
Orchid,205,105,201,CD69C9
DarkPurple,139,71,137,8B4789
Plum,221,160,221,DDA0DD
Plum,255,187,255,FFBBFF
Plum,238,174,238,EEAEEE
Plum,205,150,205,CD96CD
Strikemaster,139,102,139,8B668B
Strikemaster,149,99,135,956387
Purple,160,32,240,A020F0
Purple,128,0,128,800080
Purple,155,48,255,9B30FF
Purple,145,44,238,912CEE
Purple,125,38,205,7D26CD
Purple,85,26,139,551A8B
Thistle,216,191,216,D8BFD8
Thistle,255,225,255,FFE1FF
Thistle,238,210,238,EED2EE
Thistle,205,181,205,CDB5CD
Thistle,139,123,139,8B7B8B
Violet,238,130,238,EE82EE
Strikemaster,159,95,159,9F5F9F
DarkPurple,135,31,120,871F78
Maroon,128,0,0,800000
HotPink,255,110,199,FF6EC7
Plum,234,173,234,EAADEA
Turquoise,173,234,234,ADEAEA
DarkPurple,79,47,79,4F2F4F
VioletRed,204,50,153,CC3299
AntiqueWhite,250,235,215,FAEBD7
AntiqueWhite,255,239,219,FFEFDB
AntiqueWhite,238,223,204,EEDFCC
SoftAmber,205,192,176,CDC0B0
Squirrel,139,131,120,8B8378
FloralWhite,255,250,240,FFFAF0
GhostWhite,248,248,255,F8F8FF
NavajoWhite,255,222,173,FFDEAD
NavajoWhite,238,207,161,EECFA1
NavajoWhite,205,179,139,CDB38B
BrownGray,139,121,94,8B795E
OldLace,253,245,230,FDF5E6
WhiteSmoke,245,245,245,F5F5F5
Gainsboro,220,220,220,DCDCDC
Ivory,255,255,240,FFFFF0
Ivory,238,238,224,EEEEE0
Ivory,205,205,193,CDCDC1
NaturalGray,139,139,131,8B8B83
Linen,250,240,230,FAF0E6
Seashell,255,245,238,FFF5EE
Seashell,238,229,222,EEE5DE
Seashell,205,197,191,CDC5BF
Seashell,139,134,130,8B8682
Snow,255,250,250,FFFAFA
Snow,238,233,233,EEE9E9
Silver,205,201,201,CDC9C9
Gray,139,137,137,8B8989
Wheat,245,222,179,F5DEB3
Peach,255,229,180,FFE5B4
Peach,255,231,186,FFE7BA
Wheat,238,216,174,EED8AE
Wheat,205,186,150,CDBA96
BrownGray,139,126,102,8B7E66
White,255,255,255,FFFFFF
Quartz,217,217,243,D9D9F3
Wheat,216,216,191,D8D8BF
DarkGoldenrod,184,134,11,B8860B
SelectiveYellow,255,186,0,FFBA00
SelectiveYellow,255,185,15,FFB90F
SelectiveYellow,238,173,14,EEAD0E
DarkGoldenrod,205,149,12,CD950C
GoldenBrown,139,101,8,8B6508
LemonChiffon,255,250,205,FFFACD
LemonChiffon,238,233,191,EEE9BF
FoggyGray,205,201,165,CDC9A5
GraniteGreen,139,137,112,8B8970
LightGoldenrod,238,221,130,EEDD82
LightGoldenrod,255,236,139,FFEC8B
LightGoldenrod,238,220,130,EEDC82
LightGoldenrod,205,190,112,CDBE70
Shadow,139,129,76,8B814C
LightGoldenrodYellow,250,250,210,FAFAD2
LightYellow,255,255,224,FFFFE0
LightYellow,238,238,209,EEEED1
FoggyGray,203,202,182,CBCAB6
FoggyGray,205,205,180,CDCDB4
GraniteGreen,139,139,122,8B8B7A
PaleGoldenrod,238,232,170,EEE8AA
PapayaWhip,255,239,213,FFEFD5
Cornsilk,255,248,220,FFF8DC
Cornsilk,238,232,205,EEE8CD
Cornsilk,205,200,177,CDC8B1
GraniteGreen,141,137,116,8D8974
GraniteGreen,139,136,120,8B8878
Goldenrod,218,165,32,DAA520
Goldenrod,255,193,37,FFC125
Goldenrod,238,180,34,EEB422
Goldenrod,205,155,29,CD9B1D
GoldenBrown,150,105,25,966919
GoldenBrown,234,193,23,EAC117
GoldenBrown,139,105,20,8B6914
Moccasin,255,228,181,FFE4B5
Yellow,255,255,0,FFFF00
Yellow,238,238,0,EEEE00
DirtyYellow,205,197,10,CDC50A
Olive,139,139,0,8B8B00
Gold,255,215,0,FFD700
Gold,238,201,0,EEC900
Gold,205,173,0,CDAD00
Olive,139,117,0,8B7500
Goldenrod,219,219,112,DBDB70
YellowGreen,153,204,50,99CC32
Copper,184,115,51,B87333
CoolCopper,217,135,25,D98719
SandDune,130,111,101,826F65
SandDune,133,99,99,856363
Brass,181,166,66,B5A642
Bronze,63,33,9,3F2109
Bronze,112,74,7,704A07
Shadow,131,112,80,837050
Shadow,140,120,83,8C7853
Coffee,166,125,61,A67D3D
BrightGold,253,208,23,FDD017
BrightGold,217,217,25,D9D919
OldGold,207,181,59,CFB53B
Gold,204,153,0,CC9900
Sienna,205,127,50,CD7F32
LinkWater,230,232,250,E6E8FA
Silver,192,192,192,C0C0C0
SteelBlue,35,107,142,236B8E
